TF	target	weight	tf_expression	target_expression
SP5	CDKN1B	18.733362031752797	5483.0	5951.0
SOX11	ID2	18.731984802960916	16952.0	3442.0
ZNF260	ESRRG	18.729484817373294	72.0	162.0
NR6A1	DHCR7	18.72635425795909	21265.0	4494.0
HES1	PKDCC	18.72347927160557	7413.0	1616.0
FOXA2	MXI1	18.72330248933421	925.0	3865.0
GATA3	IQGAP1	18.70234617897243	3837.0	2166.0
TFCP2L1	PTGES2	18.698001930098943	130.0	76.0
EBF3	RND3	18.69372096765872	981.0	380.0
TFAP2A	RRM2	18.693198934858195	14352.0	13751.0
TFAP2A	ALCAM	18.69029139085937	14352.0	4661.0
HESX1	LHX5	18.67643696466148	2358.0	4263.0
TBX6	MARCH8	18.67524178493167	633.0	1521.0
GBX2	GATA3	18.67179841779474	1699.0	3837.0
GRHL3	ATP6V0D1	18.667723829719208	2474.0	70.0
TFCP2L1	DLL1	18.633264822754192	130.0	1431.0
TBX6	HNRNPL	18.630996231939225	633.0	30937.0
SALL2	LIMA1	18.626805617394066	4815.0	6934.0
TFCP2L1	POLR2G	18.62437608450128	130.0	8067.0
LHX1	OLIG2	18.62103700979904	282.0	310.0
ZIC3	CNDP1	18.61945298469063	11178.0	1529.0
ZIC1	CLDN6	18.61236530827164	8507.0	73839.0
SP5	HESX1	18.609966522955894	5483.0	2358.0
GATA2	CELF3	18.588522069743057	28720.0	1927.0
INSM1	CELF3	18.582064911550173	1163.0	1927.0
HES1	PAX8	18.57779909235395	7413.0	691.0
ZIC1	AHNAK	18.57187820624177	8507.0	18230.0
MAFB	MYC	18.568816736295428	433.0	3605.0
POU5F1	SPARC	18.553405696205377	13545.0	1423.0
SOX9	MAFB	18.550043974355244	3115.0	433.0
PAX6	FOXD3	18.542655721705565	5494.0	1350.0
TFAP2C	CTTNBP2	18.530468047637	22320.0	1302.0
TP63	SHISA2	18.500434567601847	1886.0	5551.0
PAX6	CLDN6	18.494849435486685	5494.0	73839.0
TBX3	NECTIN1	18.48869893587796	768.0	2650.0
SOX3	SP5	18.47285779823044	11175.0	5483.0
NR2F1	CYP26C1	18.472709660741018	1573.0	1024.0
GATA3	CMIP	18.467323941370108	3837.0	1797.0
ZEB2	SPINT1	18.457427932693683	8354.0	2375.0
ESRRG	VPS13A	18.454075551439992	162.0	900.0
ZNF260	ATP6V0D1	18.453049079886963	72.0	70.0
TFAP2C	IRX3	18.44154491887548	22320.0	1209.0
LHX5	HESX1	18.418936969909332	4263.0	2358.0
SP5	TAGLN2	18.41041355085621	5483.0	18980.0
SOX11	TRIM29	18.39826087828622	16952.0	1933.0
NR2F1	FOXD1	18.397071231504334	1573.0	660.0
GATA3	STMN1	18.38607180282495	3837.0	5328.0
NR2F2	NCAM1	18.381668700165363	825.0	2151.0
TP63	DLX3	18.364859476567883	1886.0	2850.0
SP5	GDF3	18.35815122880735	5483.0	121.0
SOX3	PDK1	18.345665629272737	11175.0	4482.0
ZEB2	PTCH1	18.344138538463056	8354.0	1439.0
NR2F1	EFNB2	18.332830064726444	1573.0	3021.0
GATA5	CER1	18.33072233798508	180.0	282.0
NEUROG1	ATP2A2	18.31984225041957	1623.0	16828.0
NEUROG1	EIF1B	18.319128505370468	1623.0	9564.0
KLF4	TACSTD2	18.314854649910554	3984.0	18926.0
TFCP2L1	RAB7A	18.301588314471537	130.0	116.0
RAX	SALL2	18.296722797318708	3394.0	4815.0
GATA2	CLIP2	18.29501200233329	28720.0	212.0
TBX6	TBC1D1	18.279891434281684	633.0	320.0
GATA4	PLIN2	18.24646210273596	498.0	1907.0
MYC	PCDH8	18.243343811628684	3605.0	350.0
PAX8	CLDN6	18.23088351213238	691.0	73839.0
LMX1B	C3	18.22239987214552	807.0	10180.0
FOXA2	PYGB	18.217954740746663	925.0	1383.0
HIC2	SPINT1	18.21043034663525	15447.0	2375.0
INSM1	PRPH	18.20407750441421	1163.0	1406.0
MXI1	C3	18.19094904469023	3865.0	10180.0
GRHL3	CA12	18.18589408144281	2474.0	324.0
ESRRG	TSPO	18.1791203335473	162.0	2490.0
SOX3	HESX1	18.1789706943119	11175.0	2358.0
PAX8	DSP	18.16626086913303	691.0	7404.0
TFAP2A	CEP131	18.16285862690228	14352.0	2169.0
ZNF260	TECPR1	18.162108305600604	72.0	94.0
NR2F2	TACC1	18.16034440289558	825.0	656.0
ESRRG	CMIP	18.157480382092466	162.0	1797.0
SOX3	TAGLN2	18.15368810272605	11175.0	18980.0
SP5	ZNF706	18.1522887926738	5483.0	6654.0
SP5	FOXD3	18.14782040335233	5483.0	1350.0
ISL1	HK1	18.11469977839311	588.0	508.0
ZIC3	FGF3	18.11381786284817	11178.0	264.0
SOX9	SERBP1	18.102534883387328	3115.0	30651.0
SOX3	PMM1	18.0796524724335	11175.0	5103.0
HES1	SOX8	18.067153911111017	7413.0	645.0
TBX6	ACSBG2	18.059326793442477	633.0	538.0
LHX5	HIST2H2AB	18.051043590598432	4263.0	33888.0
SALL2	OLFM4	18.04150200987485	4815.0	33509.0
ESRRG	TM9SF2	18.02282139367208	162.0	1858.0
HMGB1	HNRNPA0	18.009400024496554	38248.0	81607.0
GATA3	SOX11	18.002976635464144	3837.0	16952.0
TFAP2A	LRP2	18.00049679618477	14352.0	1022.0
HES1	CDC25B	17.995377835824467	7413.0	4190.0
TFCP2L1	SOX2	17.99482607498979	130.0	17082.0
TFCP2L1	NOP58	17.989411634281673	130.0	16461.0
TBX6	RTN3	17.96415410943043	633.0	1583.0
POU5F1	SOX2	17.960275636610636	13545.0	17082.0
SOX3	OTX1	17.956298959265514	11175.0	6658.0
ZIC1	KLF5	17.907752541907993	8507.0	2547.0
POU4F3	TUBB2B	17.901920532946	323.0	1091.0
GATA2	EEF1B2	17.898310713536848	28720.0	5146.0
FOXI1	SKIL	17.888781137825433	5892.0	1237.0
TFAP2C	SSR3	17.88221692431873	22320.0	18825.0
DLX3	UGCG	17.862130202198806	2850.0	325.0
ZIC3	FOXD1	17.858802591878177	11178.0	660.0
NEUROG1	TMEM116	17.849908264634617	1623.0	156.0
DLX3	CAPN2	17.84274344577335	2850.0	464.0
SOX2	ACTN1	17.836402531693338	17082.0	4640.0
ZIC3	PAX8	17.825047705649826	11178.0	691.0
HMGB1	SERBP1	17.817431773787916	38248.0	30651.0
SOX9	TAGLN2	17.81741669586326	3115.0	18980.0
PITX1	ISL1	17.815919269135822	492.0	588.0
TP63	CBX3	17.809991547946957	1886.0	36248.0
GATA4	MMP1	17.80897281497641	498.0	203.0
TP63	HAS1	17.80265863103791	1886.0	18646.0
PAX6	LRRN1	17.80221472342983	5494.0	1850.0
SOX2	MAPK12	17.801019629048447	17082.0	918.0
POU3F1	SALL2	17.79989822511042	603.0	4815.0
PAX6	KIRREL1	17.79395630783972	5494.0	640.0
PAX6	C3	17.776767211232695	5494.0	10180.0
CDX4	OTX1	17.758078533892064	1483.0	6658.0
ESRRG	KRT12	17.738047950181443	162.0	11262.0
TFAP2C	HES3	17.72698934672694	22320.0	693.0
SOX3	CFH	17.716767168470437	11175.0	9535.0
POU3F1	HK1	17.712980866274833	603.0	508.0
POU3F1	NCAM1	17.70672440646027	603.0	2151.0
SOX9	ZNF706	17.703877433322774	3115.0	6654.0
TFAP2C	RREB1	17.70307051537398	22320.0	1918.0
TFAP2C	ENTPD2	17.697049486429403	22320.0	1083.0
KLF4	ZEB2	17.695399588763173	3984.0	8354.0
PITX1	STMN1	17.694534288651834	492.0	5328.0
ESRRG	ATP6V0B	17.6901623797326	162.0	2110.0
TFAP2E	SNAI2	17.682758444253928	163.0	746.0
SOX2	DSP	17.677804521213417	17082.0	7404.0
NR2F1	STMN1	17.66556829362969	1573.0	5328.0
TP63	SEC61A1	17.65973002420554	1886.0	17563.0
ZIC1	GFPT1	17.658781442840287	8507.0	7467.0
NKX6-1	NOVA2	17.657780225985004	124.0	827.0
GATA6	ATP1B3	17.62488289034386	526.0	7206.0
TFCP2L1	TMEM72	17.622413094971485	130.0	221.0
SIX1	PITX2	17.620276114890736	672.0	314.0
NR6A1	PLIN2	17.619374573687253	21265.0	1907.0
POU3F1	ABCB5	17.60641587831714	603.0	4105.0
TFAP2C	BSG	17.60312156615232	22320.0	6194.0
SOX3	FOXD3	17.601681468270503	11175.0	1350.0
ESRRG	TMEM45B	17.592767476958212	162.0	187.0
NKX6-2	LAMA1	17.58523790617843	491.0	659.0
ZEB2	OLIG2	17.58311294293661	8354.0	310.0
ID2	TRIL	17.566504210935268	3442.0	1465.0
PAX6	NUDT22	17.563813072021237	5494.0	1734.0
RAX	TCF7L1	17.54498267729105	3394.0	9686.0
OLIG2	CFB	17.540194696624916	310.0	3407.0
GATA4	SNRPD3	17.535954212306034	498.0	85080.0
SALL2	POU5F1	17.51198755389509	4815.0	13545.0
NR2F2	ZEB1	17.511222454291225	825.0	509.0
FOXD3	CFH	17.49108413640244	1350.0	9535.0
TFAP2C	GBX2	17.49047100896317	22320.0	1699.0
GRHL3	CRABP2	17.486313908389054	2474.0	6605.0
DLX3	AHNAK	17.485612153115657	2850.0	18230.0
ZBTB18	SLC16A3	17.483577430291657	609.0	4610.0
PAX6	SRSF7	17.48103010506609	5494.0	24292.0
GATA4	HNRNPK	17.479662075039943	498.0	52217.0
TFAP2C	MANEAL	17.47449067914122	22320.0	537.0
TBX6	IL4I1	17.466262362786264	633.0	580.0
GATA3	ZNF706	17.456921130422224	3837.0	6654.0
SOX2	CBX3	17.445881564287138	17082.0	36248.0
GATA5	CNDP2	17.44524452915161	180.0	2031.0
PAX6	PITX1	17.43547029877479	5494.0	492.0
ZNF260	GOLM1	17.422345727726952	72.0	142.0
ZEB2	HTRA1	17.4025576550268	8354.0	2383.0
TFCP2L1	ATP8B1	17.39867974356416	130.0	1609.0
SOX2	ANXA2	17.379138199664308	17082.0	2758.0
SOX9	TFAP2E	17.37890506355066	3115.0	163.0
GATA6	CER1	17.376189832594438	526.0	282.0
GATA2	RAB11A	17.372239683026443	28720.0	1230.0
TCF7L1	C3	17.359874558190693	9686.0	10180.0
SOX3	EMP2	17.34780936465461	11175.0	1707.0
PAX8	FLNA	17.347335264412187	691.0	4745.0
ZBTB18	ESRRG	17.33408445371674	609.0	162.0
NR6A1	FTH1	17.320404198908893	21265.0	13809.0
ZIC1	SEC61A1	17.30874237495737	8507.0	17563.0
TFAP2A	ANKRD9	17.30769771118174	14352.0	193.0
OLIG2	VIM	17.287077595090675	310.0	1071.0
GATA3	TFAP2A	17.276015007604204	3837.0	14352.0
PAX6	SRSF5	17.275058160829076	5494.0	35190.0
GBX2	SRSF7	17.269316925108807	1699.0	24292.0
PAX6	TFAP2C	17.239163054681754	5494.0	22320.0
ZIC1	CNDP1	17.23884165320814	8507.0	1529.0
NFAT5	CD9	17.23001203250029	242.0	2545.0
LHX2	TFAP2C	17.227272621681372	3132.0	22320.0
SOX11	PMM1	17.22271278296349	16952.0	5103.0
ZIC3	S100A10	17.22221752079998	11178.0	3752.0
NKX6-2	VIM	17.21899945297199	491.0	1071.0
PAX6	SPARC	17.213679662432074	5494.0	1423.0
ZIC3	KLF5	17.207378566922632	11178.0	2547.0
TP63	MKRN1	17.20039398095826	1886.0	12034.0
GLI3	IRX3	17.196410311556583	2948.0	1209.0
TFAP2C	BMP7	17.184078861129255	22320.0	4726.0
TFAP2C	HS3ST3B1	17.174309201870816	22320.0	1810.0
TBX3	KRT18	17.14754900574996	768.0	11382.0
HIC2	FLNA	17.13995064337435	15447.0	4745.0
SOX11	MXI1	17.13097725485019	16952.0	3865.0
PAX6	PKDCC	17.12669894501556	5494.0	1616.0
LHX2	SLC16A3	17.120371232922714	3132.0	4610.0
ZIC3	TAGLN2	17.108312883861164	11178.0	18980.0
GBX2	CNDP1	17.092904075220627	1699.0	1529.0
TBX6	HNRNPH3	17.082873536660436	633.0	47055.0
TFAP2C	NR2F2	17.053935658146216	22320.0	825.0
TBX3	SLIT2	17.040906554234308	768.0	558.0
DLX3	EIF1B	17.034125288400027	2850.0	9564.0
PAX6	GATA2	17.032728395446018	5494.0	28720.0
TFCP2L1	CFB	17.016949419786084	130.0	3407.0
TBX6	WNK2	16.99886440994724	633.0	441.0
FOXI1	S100A10	16.988794969212893	5892.0	3752.0
MYC	PPRC1	16.981554126777176	3605.0	3030.0
FOXG1	CFB	16.975008835041287	369.0	3407.0
NR2F1	FGF3	16.967876807757833	1573.0	264.0
GRHL3	SNRPD3	16.954739664408656	2474.0	85080.0
CDX4	KRT18	16.95383558144853	1483.0	11382.0
VENTX	SOX17	16.95363706193909	237.0	340.0
PITX2	KRT18	16.943562588000727	314.0	11382.0
DLX3	GRHL3	16.934423369684602	2850.0	2474.0
FOXD3	FOXA2	16.928307934670446	1350.0	925.0
SOX9	HAS1	16.920993401788333	3115.0	18646.0
FOXI1	TP63	16.881933902435723	5892.0	1886.0
FOXA2	SNRPD3	16.872356500989348	925.0	85080.0
ESRRG	EPPK1	16.860511760611452	162.0	2936.0
ZEB2	TJP2	16.83739722906781	8354.0	4020.0
TFCP2L1	IQGAP1	16.83719537648199	130.0	2166.0
ZBTB16	NR2F1	16.83462558849442	1513.0	1573.0
MXI1	NKX6-2	16.83180635963095	3865.0	491.0
GATA6	GDF3	16.812755965280992	526.0	121.0
ZEB2	CDC25B	16.79537565542226	8354.0	4190.0
SP5	SLC20A1	16.792572225486023	5483.0	1843.0
TFAP2A	GFPT1	16.77140474967949	14352.0	7467.0
GATA2	CLPTM1	16.765844623006885	28720.0	4334.0
FOXD3	ZIC3	16.762722048708888	1350.0	11178.0
NR2F1	BMP7	16.75980474185507	1573.0	4726.0
GATA6	SLC20A1	16.747468486543205	526.0	1843.0
GRHL3	DNASE1L3	16.74603774263981	2474.0	3486.0
POU3F1	AKAP2	16.745045090310782	603.0	882.0
SOX2	FLNA	16.7288410770718	17082.0	4745.0
ESRRG	ARHGEF28	16.71667327984254	162.0	118.0
ZIC1	NKX6-2	16.709242436337497	8507.0	491.0
GATA3	KIAA0232	16.70304346119682	3837.0	4015.0
GRHL3	CLCA4	16.683447606088997	2474.0	4326.0
ISL1	PITX1	16.67587133219632	588.0	492.0
GBX2	CDH1	16.671510711346272	1699.0	4348.0
ZEB2	RRM2	16.669765322933966	8354.0	13751.0
FOXD3	ATP1A1	16.6508548511311	1350.0	11377.0
LHX5	POLR2G	16.63667789235309	4263.0	8067.0
POU3F1	LRP2	16.632424205330626	603.0	1022.0
SOX2	TJP2	16.630663223732178	17082.0	4020.0
SP5	TBX6	16.620159247625953	5483.0	633.0
SP5	DCBLD1	16.614294030458264	5483.0	854.0
ZEB2	SEC61G	16.607298669904427	8354.0	10312.0
MEIS2	ELAVL3	16.607017568630525	3704.0	9843.0
ZBTB18	CA12	16.604870048921658	609.0	324.0
ZIC1	CDKN1B	16.601219271351813	8507.0	5951.0
GATA2	PRPH	16.587273071524223	28720.0	1406.0
ISL1	ELAVL3	16.586077271581164	588.0	9843.0
ZIC3	UGDH	16.57694153734239	11178.0	6447.0
MXI1	TBC1D1	16.575426680949484	3865.0	320.0
POU3F1	MSI1	16.57248996383028	603.0	8707.0
NR6A1	CLCA4	16.571167260507774	21265.0	4326.0
TP63	CRABP2	16.568562341207123	1886.0	6605.0
ZEB2	NECTIN1	16.567305839799488	8354.0	2650.0
NKX6-2	PCDH19	16.565085030964486	491.0	1272.0
CDX4	PMM1	16.55948230245966	1483.0	5103.0
TFAP2C	LHX2	16.559452607583058	22320.0	3132.0
ZEB2	GRHL3	16.55897590170025	8354.0	2474.0
TFAP2A	AHNAK	16.54202465424966	14352.0	18230.0
FOXI1	NID2	16.540548493695876	5892.0	4650.0
ZNF260	SLC26A4	16.537784458317994	72.0	52.0
CDX4	ATP2A2	16.53557893522974	1483.0	16828.0
ESRRG	PLEC	16.517784933107247	162.0	2157.0
RAX	SHISA2	16.51397572211593	3394.0	5551.0
SALL2	GATA2	16.500180569577363	4815.0	28720.0
ZIC1	ABCB5	16.50000083908623	8507.0	4105.0
TFAP2E	SOX8	16.49881877251993	163.0	645.0
SOX3	ZIC2	16.496224645378472	11175.0	5071.0
SALL2	HK1	16.49443725530884	4815.0	508.0
SOX17	TBC1D1	16.494001002867392	340.0	320.0
TFCP2L1	SPTBN2	16.491091215406033	130.0	5651.0
SOX17	GDF3	16.489695443894504	340.0	121.0
GBX2	PMM1	16.48613835659814	1699.0	5103.0
TFAP2C	ABCB9	16.483702802007443	22320.0	786.0
ZIC1	SRSF7	16.47262605716225	8507.0	24292.0
FOXI1	DAPK2	16.472438223922826	5892.0	1811.0
ZEB2	DPYSL3	16.45848763718476	8354.0	923.0
SOX2	TSPO	16.458252133953433	17082.0	2490.0
ZEB2	ANXA2	16.44916750038316	8354.0	2758.0
PAX6	ENTPD2	16.446785873239843	5494.0	1083.0
VENTX	SLC20A1	16.44351535002914	237.0	1843.0
GATA2	TFCP2L1	16.43922250023741	28720.0	130.0
ESRRG	FOXP1	16.43726205589439	162.0	851.0
ESRRG	DNASE1L3	16.425740524791987	162.0	3486.0
ESRRG	SCAMP2	16.42366507829508	162.0	691.0
ZIC3	DLX3	16.41603934344905	11178.0	2850.0
GATA6	VENTX	16.412897246895312	526.0	237.0
GATA3	BSG	16.388827946499053	3837.0	6194.0
ZIC1	SHISA2	16.38644081291692	8507.0	5551.0
MEIS2	NOVA2	16.365568533148714	3704.0	827.0
FOXA2	GATA4	16.36077118475013	925.0	498.0
FOXI1	GBX2	16.34271171918571	5892.0	1699.0
ZIC1	FOXD1	16.32640306481347	8507.0	660.0
POU3F1	ENTPD2	16.323081449676156	603.0	1083.0
POU4F3	ELAVL3	16.316351442792488	323.0	9843.0
OLIG2	PAX3	16.311964060101733	310.0	1540.0
GRHL3	PFN1	16.306981604010563	2474.0	36764.0
NR2F1	CLDN1	16.30497173828452	1573.0	586.0
SALL2	CELF3	16.303595448759584	4815.0	1927.0
DLX3	DAPK2	16.300784629584122	2850.0	1811.0
TFAP2A	KRT12	16.296429523537473	14352.0	11262.0
SOX11	S100A11	16.295632012600286	16952.0	2541.0
GATA3	TBX3	16.294912624040585	3837.0	768.0
SOX3	CFB	16.294682716027992	11175.0	3407.0
TFAP2C	IQGAP1	16.291547717997197	22320.0	2166.0
CERS5	TFCP2L1	16.285352139732414	979.0	130.0
SOX3	CALR	16.284787785901262	11175.0	19237.0
SIX1	BTG1	16.27126185093859	672.0	14490.0
TBX3	UGDH	16.269956295478444	768.0	6447.0
SOX11	ZEB2	16.26237018529975	16952.0	8354.0
NEUROG1	CRABP2	16.262104121177515	1623.0	6605.0
TCF7L1	CRABP2	16.25909121774532	9686.0	6605.0
ESRRG	MARCKSL1	16.250166861473435	162.0	20408.0
POU5F1	ZNF706	16.233480581608585	13545.0	6654.0
SOX17	MARCH8	16.22421554334012	340.0	1521.0
SOX17	BICC1	16.21482982806876	340.0	313.0
TFCP2L1	CRYBG2	16.212272414100205	130.0	154.0
TBX6	NR6A1	16.19790095299439	633.0	21265.0
SOX11	FLNA	16.196183326947427	16952.0	4745.0
FOXD3	C3	16.18751935258947	1350.0	10180.0
SOX3	CDH1	16.186816333327865	11175.0	4348.0
ESRRG	GFOD1	16.18271230244636	162.0	51.0
TFAP2C	BTG1	16.182147953559998	22320.0	14490.0
FOXI1	STMN1	16.170905743721054	5892.0	5328.0
SOX2	STMN1	16.170166443829743	17082.0	5328.0
PAX8	ADAM19	16.16294574416832	691.0	2777.0
TFAP2A	ABCB5	16.16058740579313	14352.0	4105.0
GATA4	SLC20A1	16.14755870905171	498.0	1843.0
NR2F2	KIRREL1	16.137234531151922	825.0	640.0
GATA3	PFN1	16.128862386551592	3837.0	36764.0
ESRRG	CBX3	16.119611951655838	162.0	36248.0
HMGB1	NR6A1	16.110096346570945	38248.0	21265.0
KLF4	MYCL	16.099593297402524	3984.0	7358.0
GRHL3	NOP58	16.095898399782083	2474.0	16461.0
TFCP2L1	SALL4	16.08816345719011	130.0	13454.0
ZIC1	KRT15	16.08032162663108	8507.0	3040.0
HESX1	CPN1	16.06518444872232	2358.0	587.0
SIX1	C9	16.050560373276532	672.0	4994.0
TFAP2A	NKX6-2	16.04784610722566	14352.0	491.0
SOX11	SEC61G	16.033653159936954	16952.0	10312.0
FOXD1	POU3F1	16.031116515563557	660.0	603.0
SALL2	SRRM4	16.02989475253953	4815.0	1513.0
ESRRG	RAB7A	16.02639901639448	162.0	116.0
POU5F1	H3F3A	16.025116734929775	13545.0	56424.0
PITX1	ANXA2	16.01869280702091	492.0	2758.0
SOX3	SEC61A1	15.997604381583075	11175.0	17563.0
SOX17	DKC1	15.99411239794479	340.0	38023.0
ZBTB16	MSI1	15.981226363729606	1513.0	8707.0
GBX2	ACTN1	15.978268929170834	1699.0	4640.0
GRHL3	GPRC5C	15.975494710972535	2474.0	89.0
PAX8	CLCA4	15.971731189447134	691.0	4326.0
SOX2	DAPK2	15.969881743063713	17082.0	1811.0
ZIC1	SSR3	15.96621487863374	8507.0	18825.0
SOX3	HIC2	15.954582091363177	11175.0	15447.0
SOX11	RGMA	15.948003659198797	16952.0	8908.0
SOX17	CER1	15.944607419262416	340.0	282.0
SP5	ZC4H2	15.938560977359671	5483.0	2318.0
HMGB1	ACTB	15.93386143851827	38248.0	22485.0
GRHL3	FLNA	15.929809981356993	2474.0	4745.0
SOX11	HNRNPU	15.92527912465262	16952.0	58248.0
ZIC3	DSP	15.90785615480394	11178.0	7404.0
ZIC3	FTH1	15.900188267046028	11178.0	13809.0
TFAP2A	BMP7	15.897257376097642	14352.0	4726.0
GATA2	SRSF7	15.87991598238236	28720.0	24292.0
PAX6	HTRA1	15.877067675811809	5494.0	2383.0
GRHL3	LPCAT4	15.874520491113865	2474.0	390.0
HES1	POU5F1	15.87370415601779	7413.0	13545.0
ZEB2	EMP2	15.864282603834791	8354.0	1707.0
OTX1	C9	15.86060509978645	6658.0	4994.0
PITX2	HES1	15.850101916444569	314.0	7413.0
ESRRG	CERS5	15.848967192746295	162.0	979.0
ZIC1	HNRNPK	15.844504700743627	8507.0	52217.0
ISL1	RAB3A	15.826095449952506	588.0	583.0
TCF7L1	PMM1	15.820829277121556	9686.0	5103.0
FOXA2	GATA6	15.810561473160051	925.0	526.0
NKX6-2	NES	15.806248413900011	491.0	636.0
ZIC1	CAPN8	15.803385020534554	8507.0	3288.0
DLX3	ID2	15.791314156058649	2850.0	3442.0
LHX2	ZC4H2	15.78420707913346	3132.0	2318.0
TFAP2A	CAPN8	15.77167371330169	14352.0	3288.0
POU5F1	TAGLN2	15.770651798138656	13545.0	18980.0
TFAP2C	DHCR7	15.770546727236908	22320.0	4494.0
RAX	ELAVL3	15.76301286253926	3394.0	9843.0
SOX3	GMNN	15.755222981995828	11175.0	8296.0
HES1	SERBP1	15.752094932478634	7413.0	30651.0
LHX2	ELAVL3	15.751680352160369	3132.0	9843.0
PITX1	OLFM4	15.745646619950708	492.0	33509.0
FOXD1	ENTPD2	15.739757391361303	660.0	1083.0
ESRRG	USP32	15.720413622512153	162.0	268.0
NEUROG1	NGFR	15.712525009116122	1623.0	3279.0
GATA2	SLC33A1	15.70625390258309	28720.0	719.0
TBX6	SNRPD3	15.703084791721391	633.0	85080.0
SALL2	HES3	15.702568923840625	4815.0	693.0
KLF4	GATA2	15.702042650816574	3984.0	28720.0
TBX3	PMM1	15.694321665984472	768.0	5103.0
GATA2	SNAI2	15.67241937691912	28720.0	746.0
TFAP2C	ATP2A2	15.672159998441188	22320.0	16828.0
GATA2	ZC3H12C	15.667541565103726	28720.0	1499.0
HES3	PAX6	15.663340906711875	693.0	5494.0
ZBTB18	DEGS2	15.660253791798658	609.0	72.0
NKX6-2	ABCB5	15.659617964934675	491.0	4105.0
TFAP2A	UGDH	15.6582657900974	14352.0	6447.0
TBX3	DLX3	15.6538018467839	768.0	2850.0
ID2	GJB1	15.65197705283945	3442.0	4316.0
TFAP2A	PCDH19	15.65175775298724	14352.0	1272.0
FOXI1	HMGB1	15.640169316242694	5892.0	38248.0
POU3F1	NOTCH1	15.630479991596214	603.0	6513.0
ZIC1	SOX11	15.625173671071012	8507.0	16952.0
ZEB2	RREB1	15.624711902794871	8354.0	1918.0
RAX	NR2F2	15.618840279168612	3394.0	825.0
PAX6	ALCAM	15.618532637409006	5494.0	4661.0
TFCP2L1	TJP2	15.617429360981037	130.0	4020.0
TFAP2C	EPPK1	15.614010662794168	22320.0	2936.0
SOX3	DSP	15.610197282433884	11175.0	7404.0
GATA4	ATP1A1	15.609580566287216	498.0	11377.0
LHX5	CLCA4	15.59834354188204	4263.0	4326.0
OTX2	HES1	15.592937631240408	3804.0	7413.0
SOX9	PDGFRA	15.581433415673615	3115.0	165.0
TFAP2C	ZBTB16	15.57929551845882	22320.0	1513.0
PAX8	LMX1B	15.57657775816379	691.0	807.0
TFAP2C	PRR12	15.566536349731914	22320.0	7364.0
ESRRG	CLIP2	15.562204887623496	162.0	212.0
TFCP2L1	MARCKSL1	15.560391875477915	130.0	20408.0
ZEB2	NES	15.555793137089276	8354.0	636.0
ZIC3	EPPK1	15.553448071479009	11178.0	2936.0
MYC	CFH	15.540638019331269	3605.0	9535.0
GATA4	ALDH1A2	15.539928455605928	498.0	1180.0
ZEB1	KIRREL1	15.53472131921239	509.0	640.0
PITX1	SPARC	15.52367205995414	492.0	1423.0
NKX6-2	ZC3H12C	15.522881987910868	491.0	1499.0
ZNF260	RGL1	15.510814071763145	72.0	344.0
NR6A1	SP5	15.496658208521415	21265.0	5483.0
TFAP2C	NES	15.477137678796868	22320.0	636.0
TP63	CYP2F1	15.476605819500792	1886.0	2759.0
TFAP2A	POU3F1	15.475541381325195	14352.0	603.0
RAX	CPNE3	15.47477601177307	3394.0	774.0
POU5F1	MSI1	15.467418983061458	13545.0	8707.0
ZEB1	NOVA2	15.463451490522994	509.0	827.0
FOXA2	SOX17	15.454708601170758	925.0	340.0
SIX1	CFH	15.450810095980918	672.0	9535.0
SOX11	CEP131	15.445932473155963	16952.0	2169.0
SOX2	CFB	15.422965588198718	17082.0	3407.0
POU3F1	NKX6-1	15.4211150929543	603.0	124.0
PAX6	PCNA	15.419490878430038	5494.0	14354.0
LHX2	LHX5	15.40441487281308	3132.0	4263.0
MYCL	SOX11	15.38640450369796	7358.0	16952.0
ESRRG	SNTB2	15.385664864538205	162.0	340.0
ESRRG	CPNE3	15.383960904373067	162.0	774.0
LHX5	ANXA2	15.381999320208898	4263.0	2758.0
ZBTB18	B3GNT3	15.372635886753208	609.0	514.0
SP5	PCDH19	15.369061354479657	5483.0	1272.0
NR2F1	PAX6	15.3662580452338	1573.0	5494.0
ZNF260	MINDY1	15.36237873200361	72.0	385.0
SOX17	LY6G6D	15.359991307006204	340.0	323.0
TP63	BMP7	15.358635154971712	1886.0	4726.0
GRHL3	TM9SF2	15.356123051245524	2474.0	1858.0
GATA2	VCAN	15.34641896450912	28720.0	801.0
ZBTB16	GLI3	15.341376329206788	1513.0	2948.0
ZEB2	CTTNBP2	15.340713485465503	8354.0	1302.0
FOXD3	ZEB2	15.332728828087696	1350.0	8354.0
GATA6	BICC1	15.32223248875693	526.0	313.0
TFAP2C	HESX1	15.321800846192826	22320.0	2358.0
NR6A1	TBC1D1	15.321392729945616	21265.0	320.0
NFAT5	GFOD1	15.306132244055846	242.0	51.0
SALL2	SALL4	15.304033222983282	4815.0	13454.0
KLF4	TFAP2A	15.29524025415916	3984.0	14352.0
NR6A1	TRIM29	15.274157235168948	21265.0	1933.0
ZEB1	VIM	15.268626975942793	509.0	1071.0
ZIC1	ATP1A1	15.26656690486996	8507.0	11377.0
TCF7L1	GJB1	15.263974827849646	9686.0	4316.0
POU3F1	ZC4H2	15.24042964137332	603.0	2318.0
GATA3	CAPN2	15.240265305952024	3837.0	464.0
SOX11	AHNAK	15.24022499991429	16952.0	18230.0
