TF	target	target_in_MO	GRNboost2_weight	MO_log2FC	MO_abs_diff	MO_change
ZIC1	SYNCRIP	syncrip.l	3.8178591360821232	-0.3788196251850452	1190.0	not changed
ZIC1	SYNCRIP	syncrip.s	3.8178591360821232	-0.3512782831551388	3129.5	decreased
ZIC1	TAF15		3.814464034047748			
ZIC1	SF1	sf1.l	3.811919457366447	-1.5849625007211563	1.0	not changed
ZIC1	SF1	sf1.s	3.811919457366447	-0.1689337017433133	633.0	not changed
ZIC1	HACD3		3.786305586046221			
ZIC1	NOP58		3.785808556044025			
ZIC1	FAM110B		3.767377939160638			
ZIC1	DBI		3.7560215105720394			
ZIC1	PNN	pnn.l	3.75376821573724	-0.6315263276801741	1085.5	decreased
ZIC1	PNN	pnn.s	3.75376821573724	-0.7252708761492499	1780.0	decreased
ZIC1	LSR		3.737457567370831			
ZIC1	STIP1		3.6846582362593567			
ZIC1	ADAM9	adam9.l	3.634647862492375	-0.2367231287179467	37.0	not changed
ZIC1	ADAM9	adam9.s	3.634647862492375	0.1654475581294574	30.5	not changed
ZIC1	KRT15		3.5803246939784805			
ZIC1	TRIL	tril.l	3.5799941672510256	-1.3852337995090394	1128.5	decreased
ZIC1	TRIL	tril.s	3.5799941672510256	-1.0080823462978588	315.0	not changed
ZIC1	MTHFD2	mthfd2.s	3.5719085689167382	0.3781838993949271	304.5	not changed
ZIC1	MTHFD2	mthfd2.l	3.5719085689167382	-0.4416900934100118	924.5	not changed
ZIC1	NOP2		3.545094556007242			
ZIC1	EGFLAM		3.532615301066756			
ZIC1	EXOSC3		3.5233847376542817			
ZIC1	PRRC2C	prrc2c.l	3.4689006011855903	-0.5273409760440482	1382.5	decreased
ZIC1	PRRC2C	prrc2c.s	3.4689006011855903	0.1576025526047673	328.0	not changed
ZIC1	TMA16		3.4637265345302204			
ZIC1	RIPK4	ripk4.l	3.4375630820608776	-1.0949718782127	1223.0	decreased
ZIC1	RIPK4	ripk4.s	3.4375630820608776	-1.4916488787568392	284.5	not changed
ZIC1	PDGFRA		3.4368222867384564			
ZIC1	FGFR1	fgfr1.l	3.4304968100717126	0.1337091745820581	181.5	not changed
ZIC1	FGFR1	fgfr1.s	3.4304968100717126	-0.4052370313565511	245.5	not changed
ZIC1	PTBP1		3.4204366469825853			
ZIC1	DMBX1	dmbx1.l	3.39646625107532	-1.824228740622	108.0	decreased
ZIC1	DMBX1	dmbx1.s	3.39646625107532	-0.7135609898312625	83.5	not changed
ZIC1	BRD4	brd4.l	3.3882460448211247	0.416668584857772	370.0	not changed
ZIC1	BRD4	brd4.s	3.3882460448211247	0.2235264670184928	137.0	not changed
ZIC1	HSPBP1	hspbp1.l	3.38674750328036	0.6211221640165747	424.0	not changed
ZIC1	OLIG3	olig3.s	3.377915342807977	-1.18690130142964	371.5	not changed
ZIC1	TIAM1	tiam1.l	3.350769464880982	-1.7023392510565736	1711.0	decreased
ZIC1	TIAM1	tiam1.s	3.350769464880982	-1.9989829431789643	2126.5	decreased
ZIC1	SRSF11		3.350558230409571			
ZIC1	FKBP11	fkbp11.l	3.340194601328403	-1.4240262825060983	50.5	not changed
ZIC1	FKBP11	fkbp11.s	3.340194601328403	-0.4020984435713456	4.5	not changed
ZIC1	ETS2	ets2.l	3.3215754464007268	-0.7742126374349744	138.5	not changed
ZIC1	ETS2	ets2.s	3.3215754464007268	-0.794274277129841	168.5	not changed
ZIC1	RUVBL1	ruvbl1.s	3.316782059047936	0.5573879676888329	232.5	not changed
ZIC1	RUVBL1	ruvbl1.l	3.316782059047936	0.0392495402018322	40.5	not changed
ZIC1	ALAS1	alas1.l	3.316081673024497	-0.2791540711970708	28.5	not changed
ZIC1	ALAS1	alas1.s	3.316081673024497	1.1677274457380666	91.0	not changed
ZIC1	EIF2S2		3.314996966575976			
ZIC1	METTL1	mettl1.l	3.282795212787148	0.2751209061672521	77.0	not changed
ZIC1	NCBP2	ncbp2.l	3.24208689942526	-0.6968707502760696	1015.0	decreased
ZIC1	AFAP1L1	afap1l1.l	3.233995216308565	-0.1273241639069096	34.0	not changed
ZIC1	AFAP1L1	afap1l1.s	3.233995216308565	3.4594316186372973	5.0	not changed
ZIC1	BLM	blm.l	3.204829828442208	-0.5543741808877332	33.5	not changed
ZIC1	BLM	blm.s	3.204829828442208	-0.1610046231860711	41.5	not changed
ZIC1	C8ORF59		3.200948080005487			
ZIC1	SOX11	sox11.s	3.1972445117754207	-0.917714537813807	854.0	not changed
ZIC1	SOX11	sox11.l	3.1972445117754207	-0.9111429045106536	1581.0	decreased
ZIC1	TUBGCP2	tubgcp2.l	3.1892565760562097	0.7797605339069927	100.0	not changed
ZIC1	CELF1		3.18261132271112			
ZIC1	COX5B		3.1783172726499727			
ZIC1	NDUFS5	ndufs5.l	3.1730793093501384	-0.1553305207218094	32.0	not changed
ZIC1	TUBA1C	tuba1c.l	3.165945662393547	-0.3188841157680732	1068.0	not changed
ZIC1	TUBA1C	tuba1c.s	3.165945662393547	-0.3245436939383542	2266.0	not changed
ZIC1	NCAPD2	ncapd2.s	3.145337977512737	-0.3848712382958976	362.0	not changed
ZIC1	IPO4	ipo4.l	3.145337659822157	0.4808540973804178	62.5	not changed
ZIC1	LPCAT4	lpcat4.l	3.1373957276620845	2.580418575576208	132.0	increased
ZIC1	LPCAT4	lpcat4.s	3.1373957276620845	-0.6790990999163653	316.5	not changed
ZIC1	LTBP1	ltbp1.s	3.1363634370156936	2.5514099410101294	70.5	increased
ZIC1	LTBP1	ltbp1.l	3.1363634370156936	2.807354922057604	7.0	not changed
ZIC1	KHDRBS1	khdrbs1.l	3.1324778716075747	-0.6422801783513218	1243.0	decreased
ZIC1	KHDRBS1	khdrbs1.s	3.1324778716075747	-0.5897738546272521	12724.0	decreased
ZIC1	PITPNC1		3.1278098232239557			
ZIC1	RAD50		3.1261454588073523			
ZIC1	EIF3K	eif3k.l	3.118331345749963	-0.5948742872737764	456.5	not changed
ZIC1	EIF3K	eif3k.s	3.118331345749963	-0.367801143171729	453.0	not changed
ZIC1	SNRNP200	snrnp200.l	3.112629208540496	-0.5332288961036158	1817.5	decreased
ZIC1	SNRNP200	snrnp200.s	3.112629208540496	-0.2072734203519863	1481.0	not changed
ZIC1	PABPC1	pabpc1.l	3.1108599639366528	-1.3059546403552125	4734.0	decreased
ZIC1	PABPC1	pabpc1.s	3.1108599639366528	-0.6018983834488644	15579.0	decreased
ZIC1	WDR83OS	wdr83os.l	3.1059079219449868	1.0130810754339927	531.0	increased
ZIC1	YEATS4	yeats4.s	3.1002838751433046	-0.5884812708579523	137.5	not changed
ZIC1	YEATS4	yeats4.l	3.1002838751433046	-0.273718489808535	571.5	not changed
ZIC1	ILF3		3.0938113202561035			
ZIC1	TIMM44	timm44.s	3.0918850888960603	0.4959850188688184	195.5	not changed
ZIC1	HDGF	hdgf.l	3.082421985689531	-1.018185693242159	3496.0	decreased
ZIC1	HDGF	hdgf.s	3.082421985689531	-0.0321622100052948	46.0	not changed
ZIC1	DDX24		3.077872101689993			
ZIC1	GLDC	gldc.s	3.071787235833072	-1.1157364851070186	499.5	not changed
ZIC1	NUDCD3	nudcd3.l	3.050376281683698	-0.1496214254821342	26.5	not changed
ZIC1	NUDCD3	nudcd3.s	3.050376281683698	-1.3001237245690138	292.5	not changed
ZIC1	GPC4		3.0269824977374404			
ZIC1	PPIB	ppib.l	2.9999151162527657	-0.1292641691500117	205.0	not changed
ZIC1	PPIB	ppib.s	2.9999151162527657	-0.8032025758921902	1259.0	decreased
ZIC1	FKBP10	fkbp10.s	2.99608789134208	1.0443941193584534	8.5	not changed
ZIC1	FKBP10	fkbp10.l	2.99608789134208	0.3419514630580152	111.0	not changed
ZIC1	FKBP2	fkbp2.l	2.975979773385652	-0.7215237567043369	256.0	not changed
ZIC1	FKBP2	fkbp2.s	2.975979773385652	-0.8028347250202218	408.0	not changed
ZIC1	METRNL	metrnl.l	2.9673695011973527	-0.5542189772900483	311.0	not changed
ZIC1	METRNL	metrnl.s	2.9673695011973527	-0.1978019995786236	138.5	not changed
ZIC1	SARNP	sarnp.l	2.962657319750162	-0.9144526647281886	1498.5	decreased
ZIC1	SARNP	sarnp.s	2.962657319750162	-1.2181580743418632	1519.5	decreased
ZIC1	RSL1D1		2.9612088965069194			
ZIC1	NUAK1	nuak1.l	2.96036826529421	0.4642414972796139	46.5	not changed
ZIC1	NUAK1	nuak1.s	2.96036826529421	1.1004018969578375	63.5	not changed
ZIC1	FXYD3		2.959984349724018			
ZIC1	SLC2A1		2.951816498987695			
ZIC1	PFDN4	pfdn4.l	2.947403003427957	0.3457152619633994	107.5	not changed
ZIC1	PFDN4	pfdn4.s	2.947403003427957	-0.3798480708165438	12.5	not changed
ZIC1	EIF5		2.943558368497579			
ZIC1	ATP1B4		2.937762101779896			
ZIC1	SRP14	srp14.s	2.9349146867142686	-0.8249132934419086	351.0	not changed
ZIC1	GSN	gsn.l	2.924735651694548	-1.3785116232537298	20.0	not changed
ZIC1	GSN	gsn.s	2.924735651694548	-2.2057486652165763	495.0	decreased
ZIC1	IRX2	irx2.l	2.9082399412447955	-1.139126514073972	825.5	decreased
ZIC1	IRX2	irx2.s	2.9082399412447955	-0.9184889210217776	198.5	not changed
ZIC1	RDX		2.908157515046603			
ZIC1	FOXC2	foxc2.l	2.900353242928462	4.112209503586025	138.5	increased
ZIC1	FOXC2	foxc2.s	2.900353242928462	3.4093909361377017	115.5	increased
ZIC1	AGPAT4		2.8997757746913626			
ZIC1	ZNF235		2.867292640070532			
ZIC1	CCNA2	ccna2.l	2.862827289957422	-0.2213208213162303	319.0	not changed
ZIC1	CCNA2	ccna2.s	2.862827289957422	0.0063172297582027	4.0	not changed
ZIC1	RGS2	rgs2.l	2.856259044585969	0.2475534190447854	38.0	not changed
ZIC1	RGS2	rgs2.s	2.856259044585969	2.0874628412503395	6.5	not changed
ZIC1	IFRD2		2.84998428046216			
ZIC1	CHCHD4	chchd4.l	2.849371807918628	-0.2809245647296831	100.5	not changed
ZIC1	CHCHD4	chchd4.s	2.849371807918628	-0.5101947323191839	343.0	not changed
ZIC1	ZMYND19		2.847872117795034			
ZIC1	YWHAH	ywhah.l	2.8428758301202137	0.6076825772212396	22.0	not changed
ZIC1	YWHAH	ywhah.s	2.8428758301202137	1.6129768768907526	17.5	not changed
ZIC1	HIPK1		2.8374994520576			
ZIC1	PPARGC1B		2.835138287868665			
ZIC1	GAMT	gamt.s	2.8322173863422	-0.6513788996902059	375.5	not changed
ZIC1	GAMT	gamt.l	2.8322173863422	-1.2541150881452718	449.5	not changed
ZIC1	RRP9	rrp9.l	2.819201410728108	-0.6047107259819431	340.0	not changed
ZIC1	RRP9	rrp9.s	2.819201410728108	0.0151864038146761	15.0	not changed
ZIC1	CSRNP1	csrnp1.l	2.8178133240627625	0.6789249819331313	190.5	not changed
ZIC1	CSRNP1	csrnp1.s	2.8178133240627625	-0.4706298252421613	27.0	not changed
ZIC1	EIF3D	eif3d.s	2.817019808040228	-0.5669323830472789	2487.0	decreased
ZIC1	RSPH3	rsph3.l	2.810227889523724	0.8588239370393057	24.0	not changed
ZIC1	COX7B	cox7b.l	2.80355503635662	0.2041515948234293	70.0	not changed
ZIC1	COX7B	cox7b.s	2.80355503635662	-0.1207321771196902	23.0	not changed
ZIC1	POLR1A	polr1a.l	2.7939949608246013	-0.1051240281914745	80.5	not changed
ZIC1	MTF2	mtf2.s	2.7761847259611185	-0.7520969886418404	629.5	not changed
ZIC1	MTF2	mtf2.l	2.7761847259611185	-0.5246455551967542	939.0	not changed
ZIC1	TNPO1		2.7728073654154097			
ZIC1	SRM		2.76641844137382			
ZIC1	LRP12		2.7621820197108358			
ZIC1	RANGAP1		2.7585406586888688			
ZIC1	SHMT2	shmt2.l	2.7381562894308717	-0.0353581745927794	11.5	not changed
ZIC1	SHMT2	shmt2.s	2.7381562894308717	-0.2933390775618688	65.5	not changed
ZIC1	RAB2B	rab2b.l	2.720562037201904	-0.082593332173778	36.0	not changed
ZIC1	RAB2B	rab2b.s	2.720562037201904	0.1834756377283709	148.5	not changed
ZIC1	NUDT22	nudt22.l	2.7102579982341357	-1.5951709993801804	806.5	decreased
ZIC1	MCM4	mcm4.l	2.7012211617636472	-0.4901057833971632	382.5	not changed
ZIC1	MCM4	mcm4.s	2.7012211617636472	-0.4906351181730032	192.0	not changed
ZIC1	RHEBL1	rhebl1.s	2.697780596211822	-1.808951257252088	8885.0	decreased
ZIC1	RHEBL1	rhebl1.l	2.697780596211822	-0.8983326759399626	1933.0	decreased
ZIC1	NOL7		2.689222683654575			
ZIC1	NOC2L		2.6839963348207734			
ZIC1	C18ORF21		2.67518359995334			
ZIC1	SOS1	sos1.l	2.670929235100827	1.642106407824765	70.0	increased
ZIC1	SOS1	sos1.s	2.670929235100827	1.2537565922457832	27.0	not changed
ZIC1	VASN	vasn.l	2.6671698768135514	2.8365012677171206	43.0	not changed
ZIC1	VASN	vasn.s	2.6671698768135514	-0.5594274086140185	13.5	not changed
ZIC1	HOXB3	hoxb3.l	2.6577643217993643	-0.064448707726842	4.5	not changed
ZIC1	HOXB3	hoxb3.s	2.6577643217993643	-0.3584072053233738	87.0	not changed
ZIC1	BSG	bsg.l	2.652776773925724	-0.2968003387002741	676.0	not changed
ZIC1	BSG	bsg.s	2.652776773925724	0.5524736246946519	227.0	not changed
ZIC1	POLRMT		2.645795183804627			
ZIC1	RIOX1		2.640437206086503			
ZIC1	MMS19		2.639677358215605			
ZIC1	DUSP6	dusp6.l	2.637212452681419	-1.3847388987458051	329.5	not changed
ZIC1	DUSP6	dusp6.s	2.637212452681419	-0.8454721035161907	278.5	not changed
ZIC1	STMN1	stmn1.l	2.635958449990524	-0.3580966028054003	136.5	not changed
ZIC1	STMN1	stmn1.s	2.635958449990524	-0.2570106182060239	19.5	not changed
ZIC1	TLN2		2.632374135064126			
ZIC1	TXNL1	txnl1.l	2.626414172252084	-0.8492438340663582	206.0	not changed
ZIC1	TXNL1	txnl1.s	2.626414172252084	-0.1241069079969293	129.0	not changed
ZIC1	CNBP		2.621802975688491			
ZIC1	HMGCS1		2.6214510213162194			
ZIC1	NUMA1		2.601033293663192			
ZIC1	HNRNPH1	hnrnph1.l	2.598287936742733	-0.3889206752924981	1535.0	not changed
ZIC1	HNRNPH1	hnrnph1.s	2.598287936742733	-0.6810156785447634	3636.5	decreased
ZIC1	ARHGAP10		2.590479747375916			
ZIC1	CYR61	cyr61.l	2.589604378224922	1.3959286763311394	62.0	not changed
ZIC1	CYR61	cyr61.s	2.589604378224922	0.726981505593584	19.0	not changed
ZIC1	OLFM4	olfm4.l	2.582138169728193	-0.4199582446372796	1656.5	not changed
ZIC1	FARSA	farsa.l	2.577341453539816	0.1594782140071965	27.0	not changed
ZIC1	RASSF1		2.5687802193494607			
ZIC1	CALHM4		2.565922610514242			
ZIC1	PRDX1		2.5658939959532137			
ZIC1	PLXNB2	plxnb2.l	2.5648116696633383	-0.6501509203598347	388.0	not changed
ZIC1	PLXNB2	plxnb2.s	2.5648116696633383	-0.453910390923134	616.0	not changed
ZIC1	PLRG1	plrg1.s	2.5452601771945726	0.0882304851630298	233.5	not changed
ZIC1	PLRG1	plrg1.l	2.5452601771945726	0.2446223687199134	8.5	not changed
ZIC1	NAV2		2.541297406456801			
ZIC1	PPIE		2.5278321030479334			
ZIC1	RNPS1		2.5217776617021714			
ZIC1	IPO5	ipo5.l	2.521095138649417	-0.3461371943848231	203.5	not changed
ZIC1	IPO5	ipo5.s	2.521095138649417	-0.6867608521701007	820.0	not changed
ZIC1	ILF2		2.520307182054717			
ZIC1	DLGAP5	dlgap5.l	2.5108546387449797	-0.6707986702004599	51.5	not changed
ZIC1	DLGAP5	dlgap5.s	2.5108546387449797	-0.3637922880658112	376.0	not changed
ZIC1	SRSF2	srsf2.l	2.507341213937105	-0.713457473276857	16624.0	decreased
ZIC1	SRSF2	srsf2.s	2.507341213937105	-0.6601346199468141	9356.5	decreased
ZIC1	ANGEL2		2.5071680837105075			
ZIC1	MBIP	mbip.l	2.496437971028008	-0.6601317294875553	358.0	not changed
ZIC1	TIAL1		2.490544375856163			
ZIC1	NRG1		2.4838044772630754			
ZIC1	SRSF3		2.461331328916207			
ZIC1	UQCRH		2.440295972844177			
ZIC1	SEC11C	sec11c.l	2.434927532670121	1.694373717441738	61.5	increased
ZIC1	SEC11C	sec11c.s	2.434927532670121	0.9421559254277156	105.5	not changed
ZIC1	SPPL2B		2.4199332647449183			
ZIC1	NEK2		2.405803931152912			
ZIC1	CELSR1		2.4047427663647345			
ZIC1	ERH	erh.l	2.402709990900193	-0.6788509937419827	1529.5	decreased
ZIC1	ERH	erh.s	2.402709990900193	-0.3905971842890025	1242.5	not changed
ZIC1	GADD45G	gadd45g.s	2.4021105593071868	-0.7442388290783839	187.0	not changed
ZIC1	GADD45G	gadd45g.l	2.4021105593071868	-0.7021900790738056	218.5	not changed
ZIC1	RIOK2	riok2.l	2.4006335697797927	-0.6230118614171553	434.5	not changed
ZIC1	RIOK2	riok2.s	2.4006335697797927	-0.5610593141946696	540.0	not changed
ZIC1	MOB1A	mob1a.l	2.38831239894154	-0.7161242434083541	730.5	not changed
ZIC1	MOB1A	mob1a.s	2.38831239894154	-0.4834842392992407	634.0	not changed
ZIC1	MRC2	mrc2.l	2.3813391732825444	1.807354922057604	3.5	not changed
ZIC1	MRC2	mrc2.s	2.3813391732825444	0.6828098241193008	23.0	not changed
ZIC1	CYB561		2.380794024216101			
ZIC1	TCEA1		2.372059242668102			
ZIC1	BRD3		2.357196271356091			
ZIC1	TMX3	tmx3.s	2.350968451980753	0.5630793828227065	37.0	not changed
ZIC1	TMX3	tmx3.l	2.350968451980753	1.007341975341168	49.5	not changed
ZIC1	DHRS3	dhrs3.l	2.3506067858182718	-1.2728808992501206	1792.5	decreased
ZIC1	DHRS3	dhrs3.s	2.3506067858182718	-1.4904305689392563	632.5	decreased
ZIC1	HSD17B8	hsd17b8.s	2.347724205593573	-0.3016556998611012	15.0	not changed
ZIC1	ZNF503		2.3439021965732154			
ZIC1	TRIM28		2.331763488407173			
ZIC1	ZFC3H1		2.3182298935425107			
ZIC1	SNRPC	snrpc.s	2.313609927747446	-0.5750682824918993	2293.0	decreased
ZIC1	HDAC1	hdac1.l	2.3124924306829917	-1.2577538809698663	7901.5	decreased
ZIC1	HDAC1	hdac1.s	2.3124924306829917	-0.7898082784529487	3372.0	decreased
ZIC1	FBLN1		2.2996260450290045			
ZIC1	ABLIM3		2.278603507722514			
ZIC1	PALM	palm.l	2.2779584969391986	3.017073513358941	74.5	increased
ZIC1	PALM	palm.s	2.2779584969391986	-0.1099728420251316	8.0	not changed
ZIC1	PPIL1	ppil1.l	2.2698514179156137	-0.4209564658023909	597.5	not changed
ZIC1	BUD31		2.258867732605832			
ZIC1	HDLBP	hdlbp.l	2.220988957830106	-0.7320356582560152	4844.0	decreased
ZIC1	HDLBP	hdlbp.s	2.220988957830106	-0.5759443654895691	1758.5	decreased
ZIC1	CD81	cd81.l	2.21989551548947	0.2192181735413043	16.0	not changed
ZIC1	CD81	cd81.s	2.21989551548947	-0.7819205715346346	420.5	not changed
ZIC1	GSTM1		2.2192201998081544			
ZIC1	MASP1		2.216753875064656			
ZIC1	ZNHIT3	znhit3.l	2.2015219281350245	0.2861317068205053	183.5	not changed
ZIC1	DHX37		2.190192770607106			
ZIC1	HAS1		2.1855052106652373			
ZIC1	ASPG	aspg.l	2.1836957363974965	-0.0229524506716238	21.0	not changed
ZIC1	ACAA2	acaa2.s	2.1706925699118758	2.087836644864528	369.0	increased
ZIC1	ACAA2	acaa2.l	2.1706925699118758	1.785572499599522	175.0	increased
ZIC1	SKP2	skp2.l	2.156669253467574	-0.7547566395355148	421.0	not changed
ZIC1	ITM2B	itm2b.l	2.1555637439474804	-0.0079288960253564	11.0	not changed
ZIC1	ZFHX3	zfhx3.l	2.131496494731237	0.5897160306917907	51.0	not changed
ZIC1	ZFHX3	zfhx3.s	2.131496494731237	0.0279540615710013	4.5	not changed
ZIC1	EFNB2		2.128560064668504			
ZIC1	DIAPH1	diaph1.l	2.121252109635237	0.3352249175008203	169.5	not changed
ZIC1	DIAPH1	diaph1.s	2.121252109635237	1.0	0.5	not changed
ZIC1	PTPRG	ptprg.l	2.121089401918275	1.4045755604602197	142.5	not changed
ZIC1	PTPRG	ptprg.s	2.121089401918275	-0.4974996594708167	3.5	not changed
ZIC1	TMSB15A		2.1197003468887345			
ZIC1	HDAC4	hdac4.s	2.1145308984067017	0.4291678281137321	22.0	not changed
ZIC1	HDAC4	hdac4.l	2.1145308984067017	1.2129937233341983	29.0	not changed
ZIC1	SNRPA1		2.108712960201734			
ZIC1	CTNNB1		2.095103794519726			
ZIC1	GPA33	gpa33.l	2.094218790846245	-0.1709670926409237	251.5	not changed
ZIC1	GPA33	gpa33.s	2.094218790846245	-0.3028473533216576	32.0	not changed
ZIC1	VARS	vars.l	2.0928617784431256	-0.4389787465828607	356.0	not changed
ZIC1	VARS	vars.s	2.0928617784431256	-0.3971972421508478	367.5	not changed
ZIC1	CYP26C1		2.0886947415512496			
ZIC1	NCKAP1		2.086555316617659			
ZIC1	CDC34	cdc34.l	2.085594791397616	-0.6812706001363789	1614.5	decreased
ZIC1	CDC34	cdc34.s	2.085594791397616	-0.99533575209793	1616.0	decreased
ZIC1	STT3A	stt3a.s	2.0579022362595465	-0.8547333388658035	998.0	not changed
ZIC1	STT3A	stt3a.l	2.0579022362595465	-1.0584302076081582	1146.0	decreased
ZIC1	PRPH		2.0532123604307277			
ZIC1	RHEB	rheb.s	2.0494255113857176	0.4102548771425537	161.5	not changed
ZIC1	POLR1D		2.0453985554526275			
ZIC1	CAB39		2.0450464005738285			
ZIC1	UBR7	ubr7.l	2.040285182929845	-1.4797708440389534	1535.0	decreased
ZIC1	UBR7	ubr7.s	2.040285182929845	-0.7681737615025644	440.5	not changed
ZIC1	BOD1L1	bod1l1.l	2.0402846994923918	0.8231222379159207	105.0	not changed
ZIC1	BOD1L1	bod1l1.s	2.0402846994923918	-0.3526082950054246	380.0	not changed
ZIC1	EEF1AKMT1		2.0298762266665644			
ZIC1	TFDP2	tfdp2.l	2.026145928504187	-0.6117294102839417	658.0	not changed
ZIC1	TFDP2	tfdp2.s	2.026145928504187	-0.7284487488674443	524.5	not changed
ZIC1	FUS		2.0214493407359675			
ZIC1	CBX3	cbx3.s	2.015298671497943	0.0241225816845968	73.0	not changed
ZIC1	CBX3	cbx3.l	2.015298671497943	-0.3850681772471008	2252.5	not changed
ZIC1	ATP5ME		2.010642517685173			
ZIC1	CNOT1	cnot1.l	2.007801100067217	-0.3372141662140366	1325.0	not changed
ZIC1	CNOT1	cnot1.s	2.007801100067217	-0.7017261561925039	1539.5	decreased
ZIC1	CCDC137		2.0058982942592416			
ZIC1	DOHH		2.0014713046895096			
ZIC1	KPNB1	kpnb1.l	2.0008752097929405	-0.4540500953035219	433.5	not changed
ZIC1	KPNB1	kpnb1.s	2.0008752097929405	0.3607645888969075	315.5	not changed
ZIC1	DNAJA3	dnaja3.l	1.9946513725191013	0.7435457425899191	118.0	not changed
ZIC1	DNAJA3	dnaja3.s	1.9946513725191013	0.5483653470575856	40.0	not changed
ZIC1	DNAH11		1.9918425232511208			
ZIC1	ADAM19	adam19.s	1.9880197253294551	-0.3410369178350669	2.0	not changed
ZIC1	PIGA		1.9867661209656835			
ZIC1	ATP5MF		1.9855380413690609			
ZIC1	HNRNPA1	hnrnpa1.l	1.983814333784421	-0.9229384914030416	25175.5	decreased
ZIC1	HNRNPA1	hnrnpa1.s	1.983814333784421	-0.570047403736613	15634.0	decreased
ZIC1	DENR	denr.l	1.981449059819724	-0.5213313945334443	171.5	not changed
ZIC1	DENR	denr.s	1.981449059819724	-0.7663607280880889	252.0	not changed
ZIC1	NCBP1	ncbp1.l	1.9798136596762104	-0.3904715783339071	573.0	not changed
ZIC1	NCBP1	ncbp1.s	1.9798136596762104	-0.790134676539715	439.0	not changed
ZIC1	OGDH		1.9793210576220956			
ZIC1	PCNT		1.9784228445601089			
ZIC1	ALCAM	alcam.s	1.9745393671518552	-0.8804554129818722	809.0	not changed
ZIC1	ALCAM	alcam.l	1.9745393671518552	-1.338525414806616	4453.0	decreased
ZIC1	UTP15	utp15.l	1.97079553460829	-0.6129768768907526	985.5	not changed
ZIC1	UTP15	utp15.s	1.97079553460829	-0.5305493315491454	712.5	not changed
ZIC1	NME2		1.969531455617248			
ZIC1	GJB1	gjb1.l	1.9606195466986809	2.0874628412503395	6.5	not changed
ZIC1	GJB1	gjb1.s	1.9606195466986809	-inf	0.5	not changed
ZIC1	ASXL1		1.945167831470114			
ZIC1	MSI1		1.9419403371289208			
ZIC1	SET	set.s	1.9364264315273008	-0.2389866604695514	2083.5	not changed
ZIC1	FRMD6		1.9319814701780624			
ZIC1	SPINT2	spint2.l	1.9298763260984533	-0.9098491041262516	2397.5	decreased
ZIC1	SPINT2	spint2.s	1.9298763260984533	-0.916988095091971	1028.5	decreased
ZIC1	ACSL1		1.9297114365820955			
ZIC1	XRN2	xrn2.l	1.925255676404409	-0.135504334998922	368.5	not changed
ZIC1	XRN2	xrn2.s	1.925255676404409	-1.0181452904159762	2248.0	decreased
ZIC1	AFF4	aff4.l	1.922638533712731	-0.6615450371738497	124.5	not changed
ZIC1	AFF4	aff4.s	1.922638533712731	-0.973611999182896	611.5	not changed
ZIC1	SFRP1	sfrp1.l	1.9221429427656995	4.564784618783526	34.0	not changed
ZIC1	SFRP1	sfrp1.s	1.9221429427656995	-0.5443205162238103	44.0	not changed
ZIC1	UBE2S		1.9193867837439615			
ZIC1	SUPT6H	supt6h.l	1.9193658558238669	-0.627200788298405	250.5	not changed
ZIC1	SUPT6H	supt6h.s	1.9193658558238669	-0.7911368030306388	1185.5	decreased
ZIC1	ANKHD1	ankhd1.l	1.9146799858461403	0.4021418152863185	144.5	not changed
ZIC1	ANKHD1	ankhd1.s	1.9146799858461403	0.4881803547515241	135.5	not changed
ZIC1	NDUFA11	ndufa11.s	1.8961550229133983	2.7208459288029294	75.5	increased
ZIC1	NDUFA11	ndufa11.l	1.8961550229133983	0.4138387496952182	50.0	not changed
ZIC1	ATP11C		1.8873704849831836			
ZIC1	LTV1	ltv1.l	1.877932837992346	0.1508186841500949	94.0	not changed
ZIC1	MAK16	mak16.l	1.8724609361826527	0.0237497526552178	42.5	not changed
ZIC1	MAK16	mak16.s	1.8724609361826527	-0.1813788555105938	77.5	not changed
ZIC1	COX6C	cox6c.l	1.8684780144716129	0.1124083053056906	22.0	not changed
ZIC1	COX6C	cox6c.s	1.8684780144716129	-0.230215780635665	125.0	not changed
ZIC1	CLMP	clmp.l	1.857913062262315	2.4045333724883995	240.5	increased
ZIC1	COL4A5		1.8543333294474933			
ZIC1	CRABP2		1.8522212622334628			
ZIC1	CDT1	cdt1.s	1.8497390093053885	-0.7997807668345063	859.0	not changed
ZIC1	MPP5	mpp5.s	1.838063836946225	0.7045441164738286	25.5	not changed
ZIC1	MPP5	mpp5.l	1.838063836946225	0.3790865166826915	58.0	not changed
ZIC1	EML4		1.835839121459497			
ZIC1	ARID1A		1.8181577480009052			
ZIC1	PBX1		1.8142967604762			
ZIC1	CDC6		1.805850214094094			
ZIC1	DKC1		1.8040445823071585			
ZIC1	YTHDF2		1.7978427666410834			
ZIC1	PRDX3	prdx3.l	1.7916097410544405	-1.7004397181410922	594.0	decreased
ZIC1	PRDX3	prdx3.s	1.7916097410544405	-0.2881253867966242	10.5	not changed
ZIC1	CS	cs.l	1.7899841782279553	-0.1731990716710416	393.0	not changed
ZIC1	CS	cs.s	1.7899841782279553	-0.4055048550110845	1885.0	not changed
ZIC1	EIF3L	eif3l.s	1.786648844794163	-0.929948764140198	869.0	not changed
