TF	target	target_in_MO	GRNboost2_weight	MO_log2FC	MO_abs_diff	MO_change	MACS2_score (chip)
TFAP2E	YLPM1	ylpm1.l	2.0282949425617374	0.0727298406441783	161.5	not changed	
TFAP2E	SF3B3	sf3b3.l	2.009580111974207	0.0086378554520693	36.5	not changed	71.0
TFAP2E	SF3B3	sf3b3.s	2.009580111974207	0.1159008768180384	241.0	not changed	71.0
TFAP2E	DLGAP4		1.9777048924448144				58.0
TFAP2E	ZBTB16		1.9686545114231204				
TFAP2E	SLIT1	slit1.l	1.9544937250616183	-0.7697023805782058	21.5	not changed	210.0
TFAP2E	SLIT1	slit1.s	1.9544937250616183	-0.1586977460190581	2.5	not changed	210.0
TFAP2E	EIF3D	eif3d.s	1.9358712269039784	-0.0214021712887848	94.5	not changed	75.0
TFAP2E	POMP	pomp.l	1.9310915016267225	-0.0649090460063567	31.5	not changed	
TFAP2E	POMP	pomp.s	1.9310915016267225	-0.2044397519229457	51.0	not changed	
TFAP2E	DSP	dsp.l	1.8925019685680429	-1.8921482048518836	4259.0	decreased	454.0
TFAP2E	DSP	dsp.s	1.8925019685680429	-1.9624024799210635	2351.0	decreased	454.0
TFAP2E	CSRP2	csrp2.s	1.883469025395044	0.5437933117447518	89.5	not changed	26.0
TFAP2E	NCOA5	ncoa5.l	1.87647379326679	0.5728002275549521	958.0	not changed	568.0
TFAP2E	NCOA5	ncoa5.s	1.87647379326679	0.3887066211419518	942.5	not changed	568.0
TFAP2E	SLC25A3	slc25a3.l	1.8749404143209	0.1692332416763002	663.5	not changed	
TFAP2E	SLC25A3	slc25a3.s	1.8749404143209	0.1493712850432297	407.0	not changed	
TFAP2E	TCOF1		1.8596457072922337				
TFAP2E	TXNDC5	txndc5.l	1.8530220923517435	-0.5722032700058148	516.0	not changed	
TFAP2E	TXNDC5	txndc5.s	1.8530220923517435	-0.6616882913639847	138.5	not changed	
TFAP2E	KDELC2		1.8484000871578576				269.0
TFAP2E	CFI		1.844766277405636				204.0
TFAP2E	FAM129B	fam129b.s	1.844054741633372	-2.6793781026132626	186.5	decreased	130.0
TFAP2E	ZFHX4	zfhx4.l	1.8416987889951104	-0.2488646326976391	91.5	not changed	528.0
TFAP2E	ZFHX4	zfhx4.s	1.8416987889951104	-0.5834510338035566	238.0	not changed	528.0
TFAP2E	TMEM115	tmem115.l	1.8312074355424388	-0.0535293964167949	5.5	not changed	199.0
TFAP2E	TMEM115	tmem115.s	1.8312074355424388	-0.1953594626394319	38.5	not changed	199.0
TFAP2E	CFHR2		1.8303489991029127				
TFAP2E	PGLS	pgls.l	1.8194360471924096	-0.6583835701905256	24.0	not changed	79.0
TFAP2E	OTUD6B	otud6b.l	1.819220076900153	0.1213537837566052	64.5	not changed	
TFAP2E	OTUD6B	otud6b.s	1.819220076900153	-0.6629650127224294	28.0	not changed	
TFAP2E	CASC3	casc3.l	1.816545419786234	-0.2115256339389595	240.5	not changed	
TFAP2E	CASC3	casc3.s	1.816545419786234	-0.384097398839737	124.0	not changed	
TFAP2E	RAP2B	rap2b.l	1.815757655360998	-0.2815070659052726	313.5	not changed	274.0
TFAP2E	RAP2B	rap2b.s	1.815757655360998	-0.2931556153381981	275.0	not changed	274.0
TFAP2E	ACAA2	acaa2.s	1.8106556986570572	0.2691866328153889	12.0	not changed	21.0
TFAP2E	ACAA2	acaa2.l	1.8106556986570572	1.0860709501236674	137.0	not changed	21.0
TFAP2E	CEBPD	cebpd.l	1.8084340149432303	-1.0554951125917036	55.0	not changed	120.0
TFAP2E	CEBPD	cebpd.s	1.8084340149432303	-0.118644496498619	3.0	not changed	120.0
TFAP2E	MPC1	mpc1.l	1.805777142184944	-0.6780719051126376	433.5	not changed	
TFAP2E	MPC1	mpc1.s	1.805777142184944	-0.0842034941883981	47.0	not changed	
TFAP2E	CHCHD5		1.7986688845678191				
TFAP2E	TCP1	tcp1.l	1.7977922952923324	-0.055620062159439	137.0	not changed	
TFAP2E	TCP1	tcp1.s	1.7977922952923324	-0.1726373672786142	341.5	not changed	
TFAP2E	NCBP2	ncbp2.l	1.7975362073048038	0.4829205764085961	589.0	not changed	185.0
TFAP2E	AMD1	amd1.s	1.7648212264168868	-1.3123168881788103	2949.0	decreased	112.0
TFAP2E	AMD1	amd1.l	1.7648212264168868	-0.7070533147892502	1106.5	decreased	112.0
TFAP2E	HAS1		1.7567397444810853				107.0
TFAP2E	LPCAT4	lpcat4.l	1.754683639581665	-1.112981204615866	103.5	not changed	388.0
TFAP2E	LPCAT4	lpcat4.s	1.754683639581665	-0.8027676525619524	134.0	not changed	388.0
TFAP2E	CDK2		1.7540803135123142				75.0
TFAP2E	DNAJC25		1.7531687829016442				174.0
TFAP2E	ZIC2		1.7450157128423838				297.0
TFAP2E	ESRP1	esrp1.l	1.7435394042139798	-0.4453029421365132	452.0	not changed	294.0
TFAP2E	ESRP1	esrp1.s	1.7435394042139798	-1.4737822188407328	1721.5	decreased	294.0
TFAP2E	KIF26A		1.7366994236886186				553.0
TFAP2E	C1ORF131	c1orf131.l	1.7330616275897446	-0.5842972044027538	180.5	not changed	
TFAP2E	C1ORF131	c1orf131.s	1.7330616275897446	1.584962500721156	2.0	not changed	
TFAP2E	NRIP1	nrip1.l	1.7308571726504691	-2.348522304899076	88.0	decreased	246.0
TFAP2E	NRIP1	nrip1.s	1.7308571726504691	-0.4967461758578837	82.0	not changed	246.0
TFAP2E	LTBP1	ltbp1.l	1.725638611801922	-4.285402218862249	18.5	not changed	414.0
TFAP2E	LTBP1	ltbp1.s	1.725638611801922	0.3625700793847084	3.0	not changed	414.0
TFAP2E	REM2		1.7157722892171157				124.0
TFAP2E	FUS		1.7122902722989128				151.0
TFAP2E	MRC2	mrc2.s	1.7115477604300415	0.6683785089087936	16.5	not changed	151.0
TFAP2E	MRC2	mrc2.l	1.7115477604300415	0.4274212237346763	5.0	not changed	151.0
TFAP2E	KIFC1	kifc1.l	1.7098326372333617	-0.1871082396357636	178.5	not changed	
TFAP2E	GJB1	gjb1.l	1.7057825883994284	-3.369233809665719	28.0	not changed	
TFAP2E	DAPK3	dapk3.l	1.702066926836474	-0.5341133592254034	34.5	not changed	
TFAP2E	DAPK3	dapk3.s	1.702066926836474	-0.2790210522457549	75.0	not changed	
TFAP2E	XPO1		1.7015397012659543				71.0
TFAP2E	ENY2	eny2.l	1.692656378173963	0.4080268188490092	59.0	not changed	307.0
TFAP2E	ENY2	eny2.s	1.692656378173963	0.5862162550721474	480.5	not changed	307.0
TFAP2E	PCBP2	pcbp2.s	1.6724753065152762	-0.419491983839346	436.5	not changed	35.0
TFAP2E	ABCA1	abca1.l	1.6723580619604543	-0.2170589770334071	22.0	not changed	
TFAP2E	ABCA1	abca1.s	1.6723580619604543	-0.8201178739795134	80.0	not changed	
TFAP2E	TRA2B	tra2b.l	1.6695397634699551	-0.0640559805114517	191.5	not changed	308.0
TFAP2E	TRA2B	tra2b.s	1.6695397634699551	0.1136379246884	475.0	not changed	308.0
TFAP2E	CCNB3	ccnb3.l	1.6692163583034696	0.7628381193332118	439.0	not changed	52.0
TFAP2E	CCNB3	ccnb3.s	1.6692163583034696	0.4369100846510376	547.0	not changed	52.0
TFAP2E	SFPQ	sfpq.l	1.661636916395105	0.6735114063529828	6126.5	increased	127.0
TFAP2E	SFPQ	sfpq.s	1.661636916395105	0.6243053509693224	5520.0	increased	127.0
TFAP2E	FBP1	fbp1.l	1.6449581705099057	-1.4399500692443314	209.0	not changed	
TFAP2E	FBP1	fbp1.s	1.6449581705099057	-0.747990609923402	372.0	not changed	
TFAP2E	RGCC		1.622537261519417				131.0
TFAP2E	RCL1		1.6218692457831163				
TFAP2E	PRTFDC1	prtfdc1.l	1.620345594381834	-0.2674068145945155	61.5	not changed	
TFAP2E	CYP26A1	cyp26a1.l	1.611398977505723	-0.616033946654162	183.5	not changed	558.0
TFAP2E	CYP26A1	cyp26a1.s	1.611398977505723	1.079465506210446	231.0	not changed	558.0
TFAP2E	GNAI1	gnai1.l	1.6052742021069382	-0.054562197364828	36.0	not changed	138.0
TFAP2E	GNAI1	gnai1.s	1.6052742021069382	-0.2622273036919667	148.5	not changed	138.0
TFAP2E	RCC1	rcc1.s	1.6019791750254124	-0.2039034853482233	109.0	not changed	
TFAP2E	RCC1	rcc1.l	1.6019791750254124	0.3875373612329911	661.0	not changed	
TFAP2E	RACK1		1.594150679051625				
TFAP2E	FIGN		1.5928646117363912				586.0
TFAP2E	NCBP1	ncbp1.l	1.587399282688832	0.0848819780033063	180.5	not changed	
TFAP2E	NCBP1	ncbp1.s	1.587399282688832	0.2668193534552573	174.0	not changed	
TFAP2E	ATP5MC3		1.5859529228904214				
TFAP2E	TRIO		1.5747627350428164				
TFAP2E	DHCR7		1.570410491002189				460.0
TFAP2E	TNPO3	tnpo3.l	1.5658920065306552	-0.0740616207719528	124.5	not changed	
TFAP2E	TNPO3	tnpo3.s	1.5658920065306552	-0.1639676952374009	178.5	not changed	
TFAP2E	UBE2Q2	ube2q2.l	1.5524150650651305	-0.4084176400947897	411.0	not changed	47.0
TFAP2E	UBE2Q2	ube2q2.s	1.5524150650651305	0.0061213767631401	5.5	not changed	47.0
TFAP2E	WBP1L	wbp1l.s	1.5516187973127549	0.0588936890535686	1.0	not changed	151.0
TFAP2E	DNMBP		1.5468661100119143				164.0
TFAP2E	DCLRE1A		1.544843195911448				
TFAP2E	KLF11	klf11.l	1.5426889913171	1.052939714015314	381.0	not changed	109.0
TFAP2E	KLF11	klf11.s	1.5426889913171	0.9943644653305672	254.5	not changed	109.0
TFAP2E	CCT3		1.5288132899287847				1153.0
TFAP2E	SLC35D1		1.5184102463109943				151.0
TFAP2E	NUCKS1	nucks1.l	1.5084747726360803	-0.1047382383758563	997.0	not changed	387.0
TFAP2E	NUCKS1	nucks1.s	1.5084747726360803	0.1834871803113444	889.5	not changed	387.0
TFAP2E	PLEKHN1	plekhn1.l	1.5058590068161206	0.0855786719043927	78.5	not changed	343.0
TFAP2E	PLEKHN1	plekhn1.s	1.5058590068161206	0.6496901037428153	219.0	not changed	343.0
TFAP2E	FSCN1	fscn1.l	1.5007946919036554	0.8151752262655867	529.0	not changed	
TFAP2E	FSCN1	fscn1.s	1.5007946919036554	-0.151279983328595	176.5	not changed	
TFAP2E	L3MBTL2		1.494478285859724				
TFAP2E	BRF1	brf1.l	1.4868319769083644	-0.9958956016672632	175.0	not changed	691.0
TFAP2E	PRORSD1P		1.48435494646195				647.0
TFAP2E	PRPF8		1.4811519859138462				
TFAP2E	PLSCR1		1.4755571954890534				359.0
TFAP2E	C22ORF23		1.4601569024354977				48.0
TFAP2E	BOC	boc.l	1.4592801403995497	-0.5908390670578256	310.0	not changed	1212.0
TFAP2E	BOC	boc.s	1.4592801403995497	0.1329013642477768	78.5	not changed	1212.0
TFAP2E	NOP56	nop56.s	1.4451918261307644	-0.6214375409302397	382.0	not changed	85.0
TFAP2E	HINFP	hinfp.l	1.4348222512685174	-0.4658375062860759	54.5	not changed	
TFAP2E	MCM10	mcm10.l	1.426408317827556	0.1870390223061599	58.0	not changed	339.0
TFAP2E	CMSS1	cmss1.l	1.4219303604081708	-0.2438136766619493	105.5	not changed	
TFAP2E	ATAD2		1.420833103374282				
TFAP2E	DIAPH1	diaph1.s	1.4079452306163591	-0.4150374992788438	1.0	not changed	145.0
TFAP2E	DIAPH1	diaph1.l	1.4079452306163591	-0.5595897335172455	376.0	not changed	145.0
TFAP2E	TMEM150A	tmem150a.l	1.407859090805639	-0.1705635033517781	31.5	not changed	146.0
TFAP2E	TMEM150A	tmem150a.s	1.407859090805639	-0.0303225756727412	12.5	not changed	146.0
TFAP2E	SEC23B	sec23b.l	1.40357468077948	0.0611935434383215	75.5	not changed	
TFAP2E	SEC23B	sec23b.s	1.40357468077948	0.0914964072145921	135.5	not changed	
TFAP2E	SGSH	sgsh.l	1.398389580879429	-0.698765734150276	62.0	not changed	200.0
TFAP2E	BTF3	btf3.s	1.39393263752881	-0.2316239486769937	343.0	not changed	140.0
TFAP2E	BTF3	btf3.l	1.39393263752881	0.0115308269508784	23.5	not changed	140.0
TFAP2E	ESF1	esf1.l	1.3849856729380932	-0.4987866484417319	954.5	not changed	
TFAP2E	ALAS1	alas1.l	1.3774194273935785	0.3219280948873623	52.0	not changed	127.0
TFAP2E	ALAS1	alas1.s	1.3774194273935785	-0.6531049895960623	73.0	not changed	127.0
TFAP2E	VIM	vim.l	1.3753954126946053	-0.7820242080864928	1036.5	decreased	529.0
TFAP2E	VIM	vim.s	1.3753954126946053	0.5177231632534078	79.0	not changed	529.0
TFAP2E	RIMS2		1.3664461366879657				53.0
TFAP2E	C12ORF10		1.3627307331907843				159.0
TFAP2E	ABRACL		1.3597992502256209				
TFAP2E	NECAP1		1.3573998415926556				89.0
TFAP2E	PAX3		1.3542434925531694				982.0
TFAP2E	PDAP1		1.3518139861580831				
TFAP2E	EIF3L	eif3l.l	1.3496700722256836	-0.2396812724042837	612.5	not changed	
TFAP2E	EIF3L	eif3l.s	1.3496700722256836	-0.337812403716173	438.5	not changed	
TFAP2E	ZNF644	znf644.l	1.342822356279112	0.1004671456854279	33.5	not changed	87.0
TFAP2E	ZNF644	znf644.s	1.342822356279112	-0.3088880344991127	233.5	not changed	87.0
TFAP2E	PURA		1.3425659924886248				62.0
TFAP2E	SF3A3		1.3411927515649686				
TFAP2E	MYC		1.334940839068861				651.0
TFAP2E	PCGF2	pcgf2.l	1.3345666450415508	-0.6880559936852597	38.5	not changed	347.0
TFAP2E	PCGF2	pcgf2.s	1.3345666450415508	0.181838322985813	13.5	not changed	347.0
TFAP2E	COLGALT1		1.3238041004415442				79.0
TFAP2E	PRR12		1.321226226927677				156.0
TFAP2E	PTPN12	ptpn12.l	1.3144505064560212	-1.0667530435696486	248.5	not changed	257.0
TFAP2E	PTPN12	ptpn12.s	1.3144505064560212	-0.4670716808394292	108.0	not changed	257.0
TFAP2E	ATAD2B		1.3080049529952666				245.0
TFAP2E	EIF3H	eif3h.s	1.3024883684267128	-0.3517281077241631	231.5	not changed	54.0
TFAP2E	EIF3H	eif3h.l	1.3024883684267128	0.0063353384890838	13.5	not changed	54.0
TFAP2E	NR6A1	nr6a1.l	1.3007873316727874	0.0593953305434254	539.0	not changed	757.0
TFAP2E	NR6A1	nr6a1.s	1.3007873316727874	-0.0566425154001503	169.5	not changed	757.0
TFAP2E	HEXDC	hexdc.l	1.300591883725155	-0.3887151860985646	62.0	not changed	396.0
TFAP2E	SAP18	sap18.l	1.299521206640337	0.422782566941595	767.0	not changed	160.0
TFAP2E	SAP18	sap18.s	1.299521206640337	0.5420750760181661	586.5	not changed	160.0
TFAP2E	NDUFB8		1.2934220774662324				
TFAP2E	RAB2B	rab2b.l	1.2927256804704	0.4936120391154296	189.5	not changed	
TFAP2E	RAB2B	rab2b.s	1.2927256804704	0.5384634698142707	368.5	not changed	
TFAP2E	DMXL1		1.2873431804003663				
TFAP2E	GOPC	gopc.l	1.286039618397041	-0.8511604459066653	264.5	not changed	76.0
TFAP2E	GOPC	gopc.s	1.286039618397041	0.0735811323811075	18.0	not changed	76.0
TFAP2E	NRP2		1.285275466448999				140.0
TFAP2E	THAP5	thap5.l	1.271392071120299	-0.6704318429105056	21.0	not changed	379.0
TFAP2E	THAP5	thap5.s	1.271392071120299	-0.369233809665719	3.5	not changed	379.0
TFAP2E	LYAR	lyar.l	1.2630738857702009	-0.4164652035427015	84.5	not changed	308.0
TFAP2E	LYAR	lyar.s	1.2630738857702009	-0.4518014288562339	1163.0	not changed	308.0
TFAP2E	CCDC159		1.262255788042333				
TFAP2E	C18ORF21		1.2621759967696673				
TFAP2E	POLR2F	polr2f.l	1.2615541781224882	-0.2049817377876286	90.0	not changed	48.0
TFAP2E	POLR2F	polr2f.s	1.2615541781224882	0.233974791269257	259.0	not changed	48.0
TFAP2E	EMILIN2	emilin2.l	1.2605856649136744	1.7250867246302268	576.5	increased	189.0
TFAP2E	EMILIN2	emilin2.s	1.2605856649136744	-0.0867116331933308	3.5	not changed	189.0
TFAP2E	CELSR2	celsr2.l	1.2605375339207288	0.0448664729542801	57.0	not changed	217.0
TFAP2E	CELSR2	celsr2.s	1.2605375339207288	0.5975827823952182	477.0	not changed	217.0
TFAP2E	BMP5	bmp5.l	1.260076915908521	-2.841870803758108	364.0	decreased	365.0
TFAP2E	CLMP	clmp.l	1.2559408652286663	-2.2506694117175403	312.0	decreased	
TFAP2E	NEMF		1.2469300099227127				137.0
TFAP2E	EARS2	ears2.l	1.244768806314987	0.3743955147814979	92.0	not changed	
TFAP2E	EARS2	ears2.s	1.244768806314987	-0.3312059084753732	4.0	not changed	
TFAP2E	XRCC3	xrcc3.l	1.2392908587716278	-0.7884958948062881	4.0	not changed	
TFAP2E	C1ORF53		1.239214914928043				491.0
TFAP2E	RTFDC1	rtfdc1.s	1.2375153982960752	0.4025535284941736	289.5	not changed	130.0
TFAP2E	POLG	polg.l	1.236278994150397	-1.1268562795504264	80.5	not changed	
TFAP2E	UBE2D2		1.2348223627707071				66.0
TFAP2E	TIA1		1.2247551378938082				131.0
TFAP2E	NIPBL		1.2239851932087833				297.0
TFAP2E	TCF4		1.2150082866524137				76.0
TFAP2E	NET1		1.203441495909986				694.0
TFAP2E	EAPP	eapp.l	1.2027724736916647	0.0585626311775859	32.5	not changed	
TFAP2E	CCDC137		1.1867323868069657				
TFAP2E	TFB1M	tfb1m.l	1.1843891012307193	-0.27200286955568	30.5	not changed	272.0
TFAP2E	GNG5	gng5.l	1.1817099736704593	0.5678860370987904	936.0	not changed	
TFAP2E	GNG5	gng5.s	1.1817099736704593	0.3391780739111178	390.0	not changed	
TFAP2E	AEN	aen.l	1.177501215824047	0.2056750263915143	47.5	not changed	
TFAP2E	AEN	aen.s	1.177501215824047	-inf	65.5	decreased	
TFAP2E	ZNF665		1.1745071522566946				80.0
TFAP2E	ABI1	abi1.l	1.1672310507281416	-0.3750394313469246	95.0	not changed	195.0
TFAP2E	ELK3		1.161752812654934				111.0
TFAP2E	PPP1R12C		1.1484727986917935				90.0
TFAP2E	HNRNPH3		1.146101745101675				
TFAP2E	SEC23A	sec23a.l	1.1431324020849092	-0.5098610454804375	19.5	not changed	338.0
TFAP2E	SEC23A	sec23a.s	1.1431324020849092	-0.4052564784862585	12.0	not changed	338.0
TFAP2E	ELAVL3		1.143046998737272				387.0
TFAP2E	EXOSC2		1.1421866751290857				
TFAP2E	PLS3	pls3.s	1.137137833864185	-1.1285560353015216	471.0	not changed	456.0
TFAP2E	PLS3	pls3.l	1.137137833864185	-1.001495795925481	724.5	decreased	456.0
TFAP2E	NDUFB6	ndufb6.l	1.1368318105799342	0.2406980758556933	32.5	not changed	
TFAP2E	NDUFB6	ndufb6.s	1.1368318105799342	0.0269167330226616	5.0	not changed	
TFAP2E	PIK3CB	pik3cb.l	1.1353483494260128	-1.0887042252714805	115.5	not changed	496.0
TFAP2E	PIK3CB	pik3cb.s	1.1353483494260128	-1.2071155607507291	142.0	not changed	496.0
TFAP2E	SENP3		1.122425281052136				62.0
TFAP2E	TOX4	tox4.l	1.1210681629052095	0.4424995529024593	261.5	not changed	
TFAP2E	TOX4	tox4.s	1.1210681629052095	-0.2550532511722012	55.5	not changed	
TFAP2E	MAPK11	mapk11.s	1.1202001252634994	1.118181426348314	360.0	not changed	80.0
TFAP2E	MAPK11	mapk11.l	1.1202001252634994	0.2414277417438319	289.0	not changed	80.0
TFAP2E	XRCC6	xrcc6.l	1.1133982825069466	0.4711012311917809	67.0	not changed	67.0
TFAP2E	ELMSAN1		1.1092497547624918				352.0
TFAP2E	C10ORF88		1.1069650082918892				
TFAP2E	GSK3B	gsk3b.l	1.1068715934336997	-0.2525066939298829	57.0	not changed	174.0
TFAP2E	GSK3B	gsk3b.s	1.1068715934336997	-0.2946376302510128	185.0	not changed	174.0
TFAP2E	COL24A1	col24a1.l	1.1051856501260977	0.2128301988181956	27.5	not changed	173.0
TFAP2E	HNRNPK		1.1005085476960608				
TFAP2E	PUM3		1.0933782483790206				37.0
TFAP2E	MDN1	mdn1.l	1.0931030203416516	-0.7952526043951361	1987.0	decreased	
TFAP2E	DGCR8		1.0874595612291986				170.0
TFAP2E	GTPBP4		1.0871541051413685				
TFAP2E	TVP23B	tvp23b.l	1.085771268656346	0.3535570468331913	109.0	not changed	
TFAP2E	TVP23B	tvp23b.s	1.085771268656346	0.1776193932323131	24.5	not changed	
TFAP2E	GDAP2		1.082676721577927				181.0
TFAP2E	TSPAN6	tspan6.l	1.0822690701636983	0.2167298673904734	233.5	not changed	172.0
TFAP2E	TSPAN6	tspan6.s	1.0822690701636983	0.1399977108904284	174.0	not changed	172.0
TFAP2E	PHF3	phf3.s	1.079952389388406	-0.7611454066613327	74.0	not changed	140.0
TFAP2E	PHF3	phf3.l	1.079952389388406	-1.0063400601114147	1088.0	decreased	140.0
TFAP2E	EEF1G	eef1g.l	1.0772051452367186	0.0850143750482608	488.5	not changed	297.0
TFAP2E	EEF1G	eef1g.s	1.0772051452367186	0.5452153655083805	645.0	not changed	297.0
TFAP2E	MSI1		1.075843741203626				343.0
TFAP2E	OPN1SW	opn1sw.l	1.073811403341669	-1.0	0.5	not changed	289.0
TFAP2E	DONSON	donson.l	1.071884022300655	0.5204610520348568	281.5	not changed	
TFAP2E	PDZRN4		1.0643512809744853				
TFAP2E	SLC7A7	slc7a7.l	1.055381770403731	0.7219634308269595	113.0	not changed	
TFAP2E	SLC7A7	slc7a7.s	1.055381770403731	-0.1879897172043039	13.5	not changed	
TFAP2E	F2	f2.l	1.0528410358817466	1.4150374992788437	2.5	not changed	
TFAP2E	GNL2	gnl2.l	1.0510263630853576	-0.0789547961284624	278.0	not changed	
TFAP2E	ATP5MC2		1.048814202884742				401.0
TFAP2E	UTP18	utp18.l	1.0481163143689831	-0.1538996490353543	222.5	not changed	
TFAP2E	MINDY1		1.044900911987479				467.0
TFAP2E	ELOA		1.043076022607216				149.0
TFAP2E	DDX47		1.0430551369853596				
TFAP2E	ITGA4	itga4.l	1.042878957581743	-1.5849625007211563	29.0	not changed	448.0
TFAP2E	ITGA4	itga4.s	1.042878957581743	-2.311201688294304	53.5	decreased	448.0
TFAP2E	DDX24		1.0427394886335704				
TFAP2E	SUPV3L1	supv3l1.l	1.0426075448101448	0.1719874678992047	29.5	not changed	
TFAP2E	SUPV3L1	supv3l1.s	1.0426075448101448	-0.2813590640468745	109.5	not changed	
TFAP2E	PDCD6IP	pdcd6ip.l	1.0406934722133054	-0.1530232886243169	87.0	not changed	
TFAP2E	TKTL2	tktl2.l	1.036281080068374	-0.3200663959760916	443.0	not changed	
TFAP2E	NDUFB2	ndufb2.s	1.02924921940863	0.2988444817743212	29.0	not changed	
TFAP2E	NSFL1C		1.0292222895075602				207.0
TFAP2E	GNAO1		1.0238818005533905				113.0
TFAP2E	PHF5A	phf5a.l	1.023144801209279	0.6744431113016474	430.0	not changed	45.0
TFAP2E	PHF5A	phf5a.s	1.023144801209279	0.758893433100959	461.0	not changed	45.0
TFAP2E	EFTUD2	eftud2.l	1.0230125888908406	-0.2772482650534947	535.0	not changed	
TFAP2E	EFTUD2	eftud2.s	1.0230125888908406	-0.2274151997177343	545.5	not changed	
TFAP2E	WNT11	wnt11.s	1.0184268473692646	1.9370687442735437	58.0	increased	557.0
TFAP2E	WNT11	wnt11.l	1.0184268473692646	1.133678435231969	61.5	not changed	557.0
TFAP2E	UTP3	utp3.l	1.0129561049474272	-0.5808970066897554	323.0	not changed	
TFAP2E	UTP3	utp3.s	1.0129561049474272	-0.1554374304746046	284.0	not changed	
TFAP2E	COG6	cog6.l	1.012651068064854	0.2082419329934143	37.5	not changed	
TFAP2E	COG6	cog6.s	1.012651068064854	0.0358654525570057	5.5	not changed	
TFAP2E	TBCK	tbck.l	1.0073560671296806	-0.9041399845924838	30.5	not changed	343.0
TFAP2E	WDR43		1.0067675386054085				151.0
TFAP2E	COX6A1		1.0067364733212512				
TFAP2E	PRELID3B		1.006002799492806				195.0
TFAP2E	MDK		1.0051388016429448				446.0
TFAP2E	NOP14	nop14.l	0.9981392720124332	-0.4147875304588667	721.0	not changed	
TFAP2E	ATP1A1	atp1a1.l	0.9921277663122048	-0.0261522878559685	94.5	not changed	615.0
TFAP2E	ATP1A1	atp1a1.s	0.9921277663122048	-0.3462507569737627	451.5	not changed	615.0
TFAP2E	ZNF521		0.989299908428158				343.0
TFAP2E	ZNF407		0.9759163633182444				
TFAP2E	LAMC1	lamc1.l	0.9746471647712244	-1.1624510349480277	2010.5	decreased	795.0
TFAP2E	LAMC1	lamc1.s	0.9746471647712244	-1.1131357579255965	634.5	decreased	795.0
TFAP2E	SIK2		0.9707892409565516				127.0
TFAP2E	MEF2D		0.969595248173468				576.0
TFAP2E	TAF1D		0.9666636224891504				
TFAP2E	SKP2	skp2.l	0.9636083618286128	0.2338367652625054	101.0	not changed	172.0
TFAP2E	ZSWIM6	zswim6.l	0.9615847703209672	0.7563309190331373	127.5	not changed	512.0
TFAP2E	MAGOH	magoh.s	0.9602234760562904	0.7109764087708436	1109.5	increased	
TFAP2E	GPC4		0.9574680594871752				500.0
TFAP2E	NFKB2	nfkb2.l	0.9567428011387964	-1.0204641025597156	18.0	not changed	
TFAP2E	NFKB2	nfkb2.s	0.9567428011387964	-0.9087752399534617	89.5	not changed	
TFAP2E	SLC38A3	slc38a3.l	0.9556024121767224	0.3877926630879619	68.0	not changed	189.0
TFAP2E	SLC38A3	slc38a3.s	0.9556024121767224	-0.5422875812176546	143.5	not changed	189.0
TFAP2E	ERG		0.9540001959789444				197.0
TFAP2E	HAS2	has2.s	0.9534505202898248	-0.5682837595745258	14.0	not changed	358.0
TFAP2E	HAS2	has2.l	0.9534505202898248	-2.394684437322677	123.5	decreased	358.0
TFAP2E	RPE65	rpe65.l	0.9506182288373232	-1.8002304876242228	36.0	not changed	92.0
TFAP2E	RPE65	rpe65.s	0.9506182288373232	-1.838426478422396	6829.5	decreased	92.0
TFAP2E	PET100		0.9447452572977564				28.0
TFAP2E	BTF3L4	btf3l4.l	0.9415571868330472	0.0389299676344041	41.0	not changed	
TFAP2E	BTF3L4	btf3l4.s	0.9415571868330472	0.2645250500589405	146.0	not changed	
TFAP2E	RNF214		0.9411244549154706				35.0
TFAP2E	PHB2	phb2.s	0.9410437149464704	-0.1907961797771455	103.5	not changed	
TFAP2E	PHB2	phb2.l	0.9410437149464704	0.0	0.0	not changed	
TFAP2E	UGDH		0.9408991909193674				219.0
TFAP2E	DDB1		0.9366601815222068				
TFAP2E	C8ORF59		0.9353203686032588				173.0
TFAP2E	COX5B		0.9316902209735936				252.0
TFAP2E	OTUD4		0.9311688725231434				
TFAP2E	ACTC1	actc1.l	0.9303773743424144	8.124121311829187	139.0	increased	78.0
TFAP2E	ACTC1	actc1.s	0.9303773743424144	6.577428828035749	95.5	increased	78.0
TFAP2E	GAB1		0.9296942750604966				63.0
TFAP2E	GRB2		0.928724042129794				273.0
TFAP2E	IER3		0.9282202804836872				130.0
TFAP2E	DAAM1		0.9264542258805416				435.0
TFAP2E	SLC13A1	slc13a1.l	0.924352145743926	1.3219280948873624	1.5	not changed	
TFAP2E	SLC13A1	slc13a1.s	0.924352145743926	-1.0	0.5	not changed	
TFAP2E	VASN	vasn.l	0.9230711381821318	-2.5341743908069803	127.0	decreased	414.0
TFAP2E	VASN	vasn.s	0.9230711381821318	-1.818161677014187	144.0	decreased	414.0
TFAP2E	VARS	vars.s	0.9219616166944284	-0.7184584652130894	557.0	not changed	
TFAP2E	VARS	vars.l	0.9219616166944284	-0.3625700793847082	318.0	not changed	
TFAP2E	PER1		0.9215505921704308				
TFAP2E	UBE2B	ube2b.l	0.9135577392488629	-0.8778281300060556	147.0	not changed	
